name,rating,industry,location,salary
Brick&Bolt,3.6,Engineering & Construction,Bangalore / Bengaluru +9 other locations,303
Dinshaws,3.9,Food Processing,Nagpur +50 other locations,303
Trane Technologies,4.1,Industrial Machinery,Bangalore / Bengaluru +14 other locations,303
RNFI Services,3.5,Financial Services,New Delhi +90 other locations,303
Red Health,3.4,Healthcare,Hyderabad / Secunderabad +28 other locations,302
Meitra Hospital,4.5,Healthcare,Kozhikode +5 other locations,303
Honda India Power Products,4.1,Industrial Machinery,Greater Noida +26 other locations,302
Holisol Logistics,3.7,Logistics,New Delhi +56 other locations,302
Veolia Water Technologies,4.3,Waste Management,Bangalore / Bengaluru +51 other locations,302
Smart Value Products And Services,4.2,FMCG,Gurgaon / Gurugram +74 other locations,302
KHY ELECTRONIC,3.9,Noida +12 other locations,,302
Iconic,4.2,Fashion & Textile,Gurgaon / Gurugram +27 other locations,304
Rainbow Childrens Hospital,3.9,Healthcare,Hyderabad / Secunderabad +14 other locations,302
Sundaram Auto Components,4.1,Auto Components,Hosur +18 other locations,302
Bharat IT Services,3.4,IT Services & Consulting,New Delhi +48 other locations,301
Mahindra Truck and Bus,3.8,Automobile,Pune +61 other locations,301
Path Infotech,3.7,IT Services & Consulting,Noida +9 other locations,301
Aksentt Tech Services,4.6,IT Services & Consulting,Mumbai +17 other locations,302
Cavisson Systems,2.4,IT Services & Consulting,Noida +4 other locations,301
SNVA Group,3.5,IT Services & Consulting,Noida +6 other locations,301
Cactus Communications,3.5,Software Product,Mumbai +13 other locations,301
ABI Showatech,3.4,Auto Components,Chennai +11 other locations,301
Louis Philippe,4.3,Fashion & Textile,Bangalore / Bengaluru +73 other locations,301
Louis Philippe,4.3,Fashion & Textile,Bangalore / Bengaluru +73 other locations,301
KJS Cement,3.6,Building Material,Maihar +39 other locations,301
EqualizeRCM Services,3.9,Analytics & KPO,Mysuru / Mysore +9 other locations,301
MUFG Bank,3.5,Financial Services,Bangalore / Bengaluru +12 other locations,301
Signutra (Health & Nutrition Division of Win - Medicare Pvt Ltd),4.4,Pharma,New Delhi +57 other locations,301
Alicon Castalloy,3.1,Auto Components,Pune +11 other locations,301
ABP Group,3.4,Printing & Publishing,Kolkata +20 other locations,300
MSD Pharmaceuticals,4.0,Pharma,Mumbai +50 other locations,300
Yum!,4.0,Hospitality,Gurgaon / Gurugram +28 other locations,300
Aabasoft,3.9,IT Services & Consulting,Kochi +10 other locations,300
CG Foods,3.6,Food Processing,Guwahati +51 other locations,300
SPML Infra,4.0,Engineering & Construction,Kolkata +51 other locations,300
Statusneo,3.9,IT Services & Consulting,Gurgaon / Gurugram +19 other locations,300
Scaleneworks,3.4,Recruitment,Bangalore / Bengaluru +30 other locations,300
Luxor Writing Instruments,3.5,Other,Noida +39 other locations,300
Equinox Labs,4.0,Clinical Research,Mumbai +17 other locations,300
IQ BackOffice,3.5,Financial Services,Chennai +7 other locations,300
Rithwik Projects,4.0,Engineering & Construction,Hyderabad / Secunderabad +52 other locations,300
Tata Marcopolo Motors,3.8,Auto Components,Dharwad +13 other locations,300
Frigorifico Allana,3.9,Food Processing,Aurangabad +32 other locations,299
INDIABULLS PHARMACEUTICALS,3.0,Pharma,Mumbai +56 other locations,299
MMC Infotech Services,3.5,IT Services & Consulting,Chennai +7 other locations,299
Thomson Digital,4.0,Printing & Publishing,Noida +8 other locations,299
GITAM University,3.8,Education & Training,Visakhapatnam +11 other locations,300
Doubtnut,3.4,EdTech,Gurgaon / Gurugram +16 other locations,299
Global Calcium,3.3,Pharma,Hosur +6 other locations,299
PSA AVTEC Powertrain,3.6,Auto Components,Hosur +12 other locations,299
Orix Auto Infrastructure Services,4.1,Logistics,New Delhi +20 other locations,299
Telstra,4.0,Telecom,Bangalore / Bengaluru +8 other locations,299
Moody's Analytics,3.9,Analytics & KPO,Gurgaon / Gurugram +5 other locations,300
Busibud,3.9,Emerging Technologies,Chandigarh +21 other locations,299
6D Technologies,3.1,Telecom,Bangalore / Bengaluru +12 other locations,299
Hinduja Finance,3.9,NBFC,Chennai +133 other locations,299
Laser Power & Infra,3.7,Electrical Equipment,Kolkata +37 other locations,299
ATMECS Global,3.3,IT Services & Consulting,Hyderabad / Secunderabad +7 other locations,299
Campus Activewear,4.0,Fashion & Textile,New Delhi +43 other locations,300
Doha Petroleum Construction Company,3.9,Oil & Gas,Doha +15 other locations,300
Annexmed,3.2,BPO,Chennai +6 other locations,299
Madina Group,4.5,Oil & Gas,Doha +21 other locations,298
Gionee,4.5,Consumer Electronics & Appliances,New Delhi +97 other locations,298
Himadri Speciality Chemical,3.6,Chemicals,Kolkata +16 other locations,298
ProConnect Integrated Logistics,3.6,Logistics,Chennai +46 other locations,299
Bajaj Auto Credit,4.0,Pune +144 other locations,,298
Patra India,3.6,Visakhapatnam +14 other locations,,298
ESAB,4.0,Industrial Machinery,Chennai +25 other locations,298
Azure Power,3.9,Power,New Delhi +24 other locations,298
MN Dastur & Company,4.2,Metals & Mining,Kolkata +13 other locations,298
Darwinbox,3.7,Software Product,Hyderabad / Secunderabad +11 other locations,298
Machino Plastics,3.8,Auto Components,Gurgaon / Gurugram +13 other locations,299
Kpmg Resource Centre,3.4,Accounting & Auditing,Gurgaon / Gurugram +12 other locations,298
Aurangabad Electricals,4.1,Auto Components,Aurangabad +9 other locations,297
MIOT INTERNATIONAL,3.4,Healthcare,Chennai +9 other locations,297
Ordnance Factory,4.3,Government,Hyderabad / Secunderabad +37 other locations,297
Coronis Ajuba Solutions,3.8,Analytics & KPO,Chennai +15 other locations,298
Hindustan Wellness,3.4,Healthcare,Gurgaon / Gurugram +20 other locations,298
ONPASSIVE,2.6,IT Services & Consulting,Hyderabad / Secunderabad +7 other locations,297
Hema Engineering Industries,4.0,Auto Components,Gurgaon / Gurugram +21 other locations,297
Suburban Diagnostics,3.8,Healthcare,Mumbai +14 other locations,296
Woodenstreet.com,3.1,Internet,Udaipur +25 other locations,296
Molecular Connections,3.2,IT Services & Consulting,Bangalore / Bengaluru +10 other locations,296
Asort Company,4.1,Internet,Gurgaon / Gurugram +57 other locations,296
TIDC India,3.7,Industrial Machinery,Chennai +30 other locations,297
Groz Engineering Tools,4.2,Industrial Machinery,Gurgaon / Gurugram +23 other locations,297
RSM US in India,3.5,Management Consulting,Gurgaon / Gurugram +12 other locations,296
Deepak Phenolics,4.4,Chemicals,Bharuch +12 other locations,296
Metric Stream Infotech,3.1,Internet,Bangalore / Bengaluru +5 other locations,296
Radiant Cash Management Services,3.4,Financial Services,Chennai +59 other locations,296
Pulse Pharmaceuticals,3.4,Pharma,Hyderabad / Secunderabad +37 other locations,296
Electrical Research & Development Association,4.0,Electrical Equipment,Vadodara +27 other locations,296
Clarus Rcm Infotech,2.8,Hyderabad / Secunderabad +12 other locations,,295
DataTrained,3.8,EdTech,Noida +3 other locations,295
Softcell Technologies,3.8,IT Services & Consulting,Mumbai +15 other locations,295
Pitney Bowes,3.7,IT Services & Consulting,Pune +15 other locations,295
Manipal Technologies,4.0,Printing & Publishing,Bangalore / Bengaluru +32 other locations,296
Military Engineer Services,4.5,Engineering & Construction,New Delhi +75 other locations,295
SVC Co-Operative Bank,3.9,Banking,Mumbai +40 other locations,295
NACL Industries,4.1,Agro Chemicals,Hyderabad / Secunderabad +52 other locations,295
HungerBox,3.8,Internet,Bangalore / Bengaluru +15 other locations,295
VGM Consultants,3.3,Financial Services,Kolkata +46 other locations,296
Greentech Industries,3.8,Industrial Machinery,Nellore +16 other locations,295
Diamondpick,3.9,Recruitment,Chennai +6 other locations,294
Sphinx Worldbiz,3.5,Engineering & Construction,Pune +18 other locations,294
Micro Plastics,3.6,Petrochemicals,Bangalore / Bengaluru +12 other locations,294
TestingXperts,3.9,IT Services & Consulting,Chandigarh +10 other locations,295
VSoft Technologies,3.3,FinTech,Hyderabad / Secunderabad +17 other locations,294
Zydus Hospital,4.2,Healthcare,Ahmedabad +11 other locations,294
Hindustan Times,3.3,Media & Entertainment,New Delhi +35 other locations,294
Fluentgrid,3.5,IT Services & Consulting,Visakhapatnam +37 other locations,294
Praxis Services,3.2,Management Consulting,Gurgaon / Gurugram +8 other locations,294
Balrampur Chini Mills,3.9,Food Processing,Lucknow +23 other locations,294
Tata Tele Business Services,3.5,Telecom,Mumbai +25 other locations,294
IM Gears,3.6,Auto Components,Chennai +7 other locations,294
Cyber Infrastructure,3.4,IT Services & Consulting,Indore +12 other locations,295
Senvion,4.0,Power,Bangalore / Bengaluru +30 other locations,294
Genisys Group,3.6,IT Services & Consulting,Bangalore / Bengaluru +13 other locations,294
Tenon Facility Management,3.5,Facility Management Services,Gurgaon / Gurugram +46 other locations,294
HyScaler,4.3,IT Services & Consulting,Bhubaneswar +4 other locations,293
Abbott Nutrition International,3.9,Pharma,Mumbai +59 other locations,293
Sabre,4.1,Software Product,Bangalore / Bengaluru +10 other locations,293
Nestaway,3.3,Internet,Bangalore / Bengaluru +13 other locations,293
Themis Medicare,3.8,Pharma,Mumbai +49 other locations,293
UCO Bank,3.7,Banking,Kolkata +88 other locations,294
Ven Consulting,3.4,Recruitment,Bangalore / Bengaluru +55 other locations,293
ERA Group,4.2,Power,New Delhi +40 other locations,293
Nature's Basket,3.8,Internet,Mumbai +12 other locations,293
Zeta,3.3,Emerging Technologies,Bangalore / Bengaluru +12 other locations,294
Soma Enterprises,4.4,Engineering & Construction,Hyderabad / Secunderabad +48 other locations,293
Adani Gas,3.2,Oil & Gas,Ahmedabad +50 other locations,292
Aristocrat,3.8,Gaming,Noida +9 other locations,293
Vashi Integrated Solutions Limited,3.8,Industrial Machinery,Mumbai +26 other locations,292
KLJ GROUP,3.4,Petrochemicals,Bharuch +18 other locations,293
Tata ClassEdge,3.5,EdTech,Mumbai +49 other locations,293
Personiv,3.7,BPO,Coimbatore +10 other locations,292
Savex Technologies,4.0,Other,Mumbai +46 other locations,292
Aurigene Pharmaceutical Services,4.2,Pharma,Hyderabad / Secunderabad +3 other locations,292
Kelly Services,4.3,Recruitment,Bangalore / Bengaluru +36 other locations,291
Keihin Fie,4.5,Auto Components,Bangalore / Bengaluru +14 other locations,291
Unibic Foods,3.6,Food Processing,Bangalore / Bengaluru +46 other locations,292
NVH India Auto Parts,3.3,Auto Components,Chennai +14 other locations,291
Walsons Facility Solutions,4.0,Recruitment,Gurgaon / Gurugram +40 other locations,291
Van Heusen,4.0,Fashion & Textile,New Delhi +77 other locations,291
Ozone Pharmaceuticals,3.8,Pharma,New Delhi +41 other locations,291
Silverskills,3.5,BPO,Gurgaon / Gurugram +11 other locations,291
GE Aerospace,4.1,Pune +9 other locations,,292
HostBooks,3.8,Software Product,Gurgaon / Gurugram +8 other locations,295
Jodas Expoim,3.4,Pharma,Hyderabad / Secunderabad +6 other locations,291
Haleon,3.4,Pharma,Bangalore / Bengaluru +54 other locations,291
Accel IT Services,3.5,IT Services & Consulting,Chennai +57 other locations,292
Murugappa Group,4.0,Agro Chemicals,Chennai +80 other locations,291
ZIM Laboratories,3.0,Pharma,Nagpur +9 other locations,291
Baoiam Innovations,4.6,EdTech,New Delhi +10 other locations,290
Ultra Corpotech,4.0,Industrial Machinery,Pune +4 other locations,291
Consolidated Construction Consortium,4.4,Engineering & Construction,Chennai +28 other locations,290
Rio Tinto,3.5,Metals & Mining,Gurgaon / Gurugram +12 other locations,290
AI Variant,4.2,Bangalore / Bengaluru +13 other locations,,290
Bird Worldwide Flight Services,3.3,Aviation,New Delhi +12 other locations,290
SS Supply Chain Solutions,3.6,IT Services & Consulting,Gurgaon / Gurugram +35 other locations,290
Bombay Intelligence Security,3.8,Law Enforcement & Security,Mumbai +56 other locations,290
NAFFCO,3.4,Law Enforcement & Security,Chennai +22 other locations,291
ICRA,3.3,Financial Services,Mumbai +17 other locations,290
Red Tape,3.2,New Delhi +63 other locations,,290
Automotive Robotics (India),3.5,Industrial Automation,Chennai +6 other locations,291
MSM Unify,3.9,EdTech,Ahmedabad +25 other locations,291
OnProcess Technology,3.9,Software Product,Kolkata +3 other locations,289
DEC Infra,3.8,Real Estate,Hyderabad / Secunderabad +23 other locations,289
MARK EXHAUST SYSTEMS,4.0,Auto Components,Gurgaon / Gurugram +12 other locations,289
Tata Play Fiber,4.0,Broadcasting,Mumbai +31 other locations,289
Ahresty India,3.7,Auto Components,Rewari +11 other locations,289
Can Fin Homes,2.9,NBFC,Bangalore / Bengaluru +77 other locations,289
Infrastructure Leasing & Financial Services,4.0,Engineering & Construction,Mumbai +67 other locations,289
HL Mando,4.1,Chennai +18 other locations,,289
Omnicom Media Group,3.2,Marketing & Advertising,Bangalore / Bengaluru +12 other locations,289
Jaiprakash Power Ventures,4.0,Power,Singrauli +20 other locations,289
Cohizon Life Sciences Limited,3.6,Chemicals,Ankleshwar +12 other locations,289
AirAsia,3.6,Aviation,Bangalore / Bengaluru +24 other locations,289
Worldline,3.8,FinTech,Mumbai +16 other locations,289
Bharat Wire Ropes,3.7,Iron & Steel,Mumbai +12 other locations,289
Hudson's Bay Company,3.8,Retail,Bangalore / Bengaluru +7 other locations,289
IndianOil Adani Ventures,3.9,Paradip +27 other locations,,289
Levelshift,3.2,IT Services & Consulting,Chennai +4 other locations,289
Hamleys,4.0,Retail,Mumbai +44 other locations,288
Modern V.R. Security Force,3.9,Law Enforcement & Security,Mumbai +66 other locations,289
The Indian Hume Pipe Co.,3.9,Building Material,Mumbai +51 other locations,289
Ajio Business,3.7,Bangalore / Bengaluru +108 other locations,,288
Sakon,2.9,Software Product,Pune +2 other locations,288
Kusum Healthcare,3.9,Pharma,Bhiwadi +7 other locations,288
Decimal Point Analytics,2.7,Analytics & KPO,Mumbai +8 other locations,289
Cameo Corporate Services,3.2,BPO,Chennai +17 other locations,288
GSH Group,4.2,Facility Management Services,Chennai +35 other locations,288
Nexval Infotech,2.8,IT Services & Consulting,Kolkata +8 other locations,288
Arya Omnitalk,3.8,Electronics Manufacturing,Pune +63 other locations,289
ScoreMe Solutions,4.0,Software Product,Gurgaon / Gurugram +5 other locations,288
Mantra Technologies,3.6,IT Services & Consulting,Hyderabad / Secunderabad +11 other locations,288
JSW Steel Coated Products,3.9,Mumbai +30 other locations,,289
Olectra Greentech,3.4,Automobile,Hyderabad / Secunderabad +26 other locations,288
Han Digital,2.6,IT Services & Consulting,Bangalore / Bengaluru +22 other locations,288
Ratnamani Metals and Tubes,4.2,Iron & Steel,Ahmedabad +17 other locations,288
Royal Research,2.0,Analytics & KPO,Kolkata +5 other locations,287
Embee Software,3.7,Software Product,Kolkata +21 other locations,287
AIS Glass Solutions,3.6,Building Material,Chennai +30 other locations,288
JMR Infotech,4.2,IT Services & Consulting,Bangalore / Bengaluru +11 other locations,287
Lion Engineering Consultants,3.3,Engineering & Construction,Bhopal +61 other locations,288
Peter England,4.1,Fashion & Textile,Bangalore / Bengaluru +117 other locations,287
Xpheno,3.5,Recruitment,Bangalore / Bengaluru +36 other locations,287
NatWest Markets,3.9,Banking,Gurgaon / Gurugram +10 other locations,287
Nimbus Harbor Facilities Management,4.0,Facility Management Services,Gurgaon / Gurugram +17 other locations,287
Amcor Flexibles India,3.7,Packaging,Bharuch +19 other locations,287
T R Chadha & Co Llp,3.3,Accounting & Auditing,Mumbai +14 other locations,288
Toyota Financial Services,3.8,Financial Services,Bangalore / Bengaluru +55 other locations,288
Dainik Jagran,3.5,Printing & Publishing,New Delhi +54 other locations,287
